store,websites,store_id,attribute_set,type,product_type_id,has_options,name,product_name,sku,price,weight,status,category_ids,visibility,description,short_description,meta_title,meta_keyword,meta_description,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,url_key,url_path,custom_design,custom_design_from,custom_design_to,page_layout,custom_layout_update,options_container,gift_message_available,enable_googlecheckout,tax_class_id,news_from_date,news_to_date,is_in_stock,manage_stock,use_config_manage_stock,,framer_config[mounts_count],framer_config[mounts_multi_price],framer_config[mounts_begin_price],framer_config[frames_begin_price],framer_config[a_few_images_price],framer_config_options,framer_config[image_generate],framer_apertures_options,frames,mounts,thickness,glazing,wall_view,re_skus,casier,qty
eng,collection,12,Default,framer,framer,1,Che Guevara,Che Guevara,w6873,9.99,0,Enabled,167,"Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/6873.jpg,+/6873.jpg,+/6873.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Che Guevara,Che Guevara,w6873,9.99,0,Enabled,167,"Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/6873.jpg,+/6873.jpg,+/6873.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Che Guevara,Che Guevara,6873,44.99,0,Enabled,"122, 134","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/6873.jpg,+/6873.jpg,+/6873.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Che Guevara,Che Guevara,6873,44.99,0,Enabled,"122, 134","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/6873.jpg,+/6873.jpg,+/6873.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,New York Lunch Atop A Skyscraper,New York Lunch Atop A Skyscraper,w6874,9.99,0,Enabled,"166, 167","Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/6874.jpg,+/6874.jpg,+/6874.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,New York Lunch Atop A Skyscraper,New York Lunch Atop A Skyscraper,w6874,9.99,0,Enabled,"166, 167","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/6874.jpg,+/6874.jpg,+/6874.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,New York Lunch Atop A Skyscraper,New York Lunch Atop A Skyscraper,6874,44.99,0,Enabled,"122, 141, 133, 134","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/6874.jpg,+/6874.jpg,+/6874.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,New York Lunch Atop A Skyscraper,New York Lunch Atop A Skyscraper,6874,44.99,0,Enabled,"122, 141, 133, 134","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/6874.jpg,+/6874.jpg,+/6874.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Audrey Hepburn Poster,Audrey Hepburn Poster,w6875,9.99,0,Enabled,"167, 167","Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/6875.jpg,+/6875.jpg,+/6875.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Audrey Hepburn Poster,Audrey Hepburn Poster,w6875,9.99,0,Enabled,"167, 167","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/6875.jpg,+/6875.jpg,+/6875.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Audrey Hepburn Poster,Audrey Hepburn Poster,6875,44.99,0,Enabled,"122, 134, 134, 137","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/6875.jpg,+/6875.jpg,+/6875.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Audrey Hepburn Poster,Audrey Hepburn Poster,6875,44.99,0,Enabled,"122, 134, 134, 137","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/6875.jpg,+/6875.jpg,+/6875.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Bob Marley Get Up Stand Up,Bob Marley Get Up Stand Up,w6876,9.99,0,Enabled,"167, 167, 167, 166","Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/6876.jpg,+/6876.jpg,+/6876.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Bob Marley Get Up Stand Up,Bob Marley Get Up Stand Up,w6876,9.99,0,Enabled,"167, 167, 167, 166","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/6876.jpg,+/6876.jpg,+/6876.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Bob Marley Get Up Stand Up,Bob Marley Get Up Stand Up,6876,44.99,0,Enabled,"122, 134, 138, 138, 136, 144, 145","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/6876.jpg,+/6876.jpg,+/6876.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Bob Marley Get Up Stand Up,Bob Marley Get Up Stand Up,6876,44.99,0,Enabled,"122, 134, 138, 138, 136, 144, 145","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/6876.jpg,+/6876.jpg,+/6876.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Ali Vs. Sonny Liston,Ali Vs. Sonny Liston,w6877,9.99,0,Enabled,167,"Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/6877.jpg,+/6877.jpg,+/6877.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Ali Vs. Sonny Liston,Ali Vs. Sonny Liston,w6877,9.99,0,Enabled,167,"Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/6877.jpg,+/6877.jpg,+/6877.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Ali Vs. Sonny Liston,Ali Vs. Sonny Liston,6877,44.99,0,Enabled,"122, 134","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/6877.jpg,+/6877.jpg,+/6877.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Ali Vs. Sonny Liston,Ali Vs. Sonny Liston,6877,44.99,0,Enabled,"122, 134","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/6877.jpg,+/6877.jpg,+/6877.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Muhammad Ali I M So Fast,Muhammad Ali I M So Fast,w6878,9.99,0,Enabled,167,"Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/6878.jpg,+/6878.jpg,+/6878.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Muhammad Ali I M So Fast,Muhammad Ali I M So Fast,w6878,9.99,0,Enabled,167,"Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/6878.jpg,+/6878.jpg,+/6878.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Muhammad Ali I M So Fast,Muhammad Ali I M So Fast,6878,44.99,0,Enabled,"122, 134","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/6878.jpg,+/6878.jpg,+/6878.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Muhammad Ali I M So Fast,Muhammad Ali I M So Fast,6878,44.99,0,Enabled,"122, 134","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/6878.jpg,+/6878.jpg,+/6878.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Audrey Hepburn Breakfast At Tiffany's,Audrey Hepburn Breakfast At Tiffany's,w6879,9.99,0,Enabled,"167, 167","Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/6879.jpg,+/6879.jpg,+/6879.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Audrey Hepburn Breakfast At Tiffany's,Audrey Hepburn Breakfast At Tiffany's,w6879,9.99,0,Enabled,"167, 167","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/6879.jpg,+/6879.jpg,+/6879.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Audrey Hepburn Breakfast At Tiffany's,Audrey Hepburn Breakfast At Tiffany's,6879,44.99,0,Enabled,"122, 134, 134, 137","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/6879.jpg,+/6879.jpg,+/6879.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Audrey Hepburn Breakfast At Tiffany's,Audrey Hepburn Breakfast At Tiffany's,6879,44.99,0,Enabled,"122, 134, 134, 137","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/6879.jpg,+/6879.jpg,+/6879.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Marilyn Monroe Art Black And White,Marilyn Monroe Art Black And White,w6881,9.99,0,Enabled,"167, 167","Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/6881.jpg,+/6881.jpg,+/6881.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Marilyn Monroe Art Black And White,Marilyn Monroe Art Black And White,w6881,9.99,0,Enabled,"167, 167","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/6881.jpg,+/6881.jpg,+/6881.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Marilyn Monroe Art Black And White,Marilyn Monroe Art Black And White,6881,44.99,0,Enabled,"122, 134, 134, 135","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/6881.jpg,+/6881.jpg,+/6881.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Marilyn Monroe Art Black And White,Marilyn Monroe Art Black And White,6881,44.99,0,Enabled,"122, 134, 134, 135","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/6881.jpg,+/6881.jpg,+/6881.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w12:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,New York Taxi Poster,New York Taxi Poster,w6887,9.99,0,Enabled,166,"Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/6887.jpg,+/6887.jpg,+/6887.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,New York Taxi Poster,New York Taxi Poster,w6887,9.99,0,Enabled,166,"Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/6887.jpg,+/6887.jpg,+/6887.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,New York Taxi Poster,New York Taxi Poster,6887,44.99,0,Enabled,"122, 141, 133","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/6887.jpg,+/6887.jpg,+/6887.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,New York Taxi Poster,New York Taxi Poster,6887,44.99,0,Enabled,"122, 141, 133","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/6887.jpg,+/6887.jpg,+/6887.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,London Eye,London Eye,w6888,9.99,0,Enabled,166,"Catalog, Search",12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,12x36 inch poster framed in a 1.625 inch moulding. Finished product is 15.25x39.25 inch.,,,,+/6888.jpg,+/6888.jpg,+/6888.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,London Eye,London Eye,w6888,9.99,0,Enabled,166,"Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,Affiche 12x36 pouces encadré dans une moulure de 1.625 pouces. Produit fini de 15.25x39.25 pouces.,,,,+/6888.jpg,+/6888.jpg,+/6888.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",4,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,London Eye,London Eye,6888,44.99,0,Enabled,"122, 141, 131","Catalog, Search",12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,12x36 inch poster framed in a 2 inch moulding. Finished product is 16x40 inch.,,,,+/6888.jpg,+/6888.jpg,+/6888.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,London Eye,London Eye,6888,44.99,0,Enabled,"122, 141, 131","Catalog, Search",Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,Affiche 12x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 16x40 pouces.,,,,+/6888.jpg,+/6888.jpg,+/6888.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'12x36'[1,1](image):w36:h12:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,New York Grand Central Station,New York Grand Central Station,w6890,9.99,0,Enabled,166,"Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/6890.jpg,+/6890.jpg,+/6890.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,New York Grand Central Station,New York Grand Central Station,w6890,9.99,0,Enabled,166,"Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/6890.jpg,+/6890.jpg,+/6890.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
